_id,pseudocode,state,district,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,school_category,school_type,lowclass,_id,pseudocode,state,district,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,school_category,school_type,lowclass,_id,pseudocode,state,district,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,school_category,school_type,lowclass,_id,pseudocode
2425,3603460,DELHI,SOUTH,2,South Delhi Municipal Corporation-Municipal Corporations,070-S Chhatarpur,,,5,2,6,12,1,110074,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
2426,7796113,DELHI,SOUTH WEST B-I,2,South Delhi Municipal Corporation-Municipal Corporations,038-S Dwarka-B,,,5,3,6,12,1,110075,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
2427,3960538,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,044-S Roshanpura,,,5,1,6,12,1,110043,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
2428,7327323,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,075-N Ashok Vihar,,,3,2,1,12,1,110052,2,2,3,0,2,19,4,0,0,1,1,1,1,2,220,1,0,35,0,9,0,0,
2433,1272173,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,004-N Holambi Khurd,,,3,3,1,12,1,110082,2,2,3,0,2,4,0,0,0,1,1,1,1,2,220,1,17,13,0,9,0,0,
2434,3961836,DELHI,WEST B,2,North Delhi Municipal Corporation-Municipal Corporations,MUNDKA,,,5,1,6,12,1,110041,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
2436,4890370,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,040-S Ghuman Hera,,,1,3,1,5,3,110073,2,2,3,0,2,4,0,0,0,0,0,1,1,2,223,1,5,9,0,0,0,0,
2437,2531612,DELHI,SOUTH WEST B-I,2,South Delhi Municipal Corporation-Municipal Corporations,052-S Mahavir Enclave,,,1,2,1,5,3,110075,2,1,3,0,2,4,19,0,0,0,0,1,1,2,212,1,0,31,0,1,0,0,
2438,6511097,DELHI,SOUTH WEST B-I,2,South Delhi Municipal Corporation-Municipal Corporations,033-S Manglapuri,,,1,3,1,5,3,110045,2,2,3,0,2,4,19,0,0,0,0,1,1,2,210,1,60,53,1,0,0,0,
2439,2785848,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,MADANPUR KHADAR WEST,,,1,2,1,5,3,110076,2,2,3,0,2,4,0,0,0,0,0,1,1,2,219,1,0,30,0,0,0,0,
2440,5170396,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,050-E Babarpur,,,1,1,1,5,3,110032,2,1,3,0,2,4,19,0,0,0,0,1,2,2,224,1,0,0,19,0,0,0,
2441,5926216,DELHI,CENTRAL,2,North Delhi Municipal Corporation-Municipal Corporations,103-N Inderpuri,,,1,3,1,5,3,110060,2,2,3,0,2,4,19,0,0,0,0,1,1,2,210,1,8,4,0,0,0,1,
2442,6569281,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,055-E Harsh Vihar,,,1,2,1,5,3,110093,2,1,3,0,2,4,0,0,0,0,0,1,1,2,248,1,0,35,0,2,0,0,
2443,8912218,DELHI,NORTH WEST A,2,,,,,1,1,1,5,3,110033,2,2,3,0,2,4,0,0,0,0,0,1,2,2,210,1,0,0,0,0,0,0,
2444,1194993,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,034-S Nangli Sakrawati,,,1,3,1,5,3,110043,2,2,3,0,2,4,19,0,0,0,0,1,1,2,209,1,12,10,15,12,1,2,
2445,3315524,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,022-N Bhalswa,,,1,3,1,5,3,110033,2,2,3,0,2,4,19,0,0,0,0,1,1,2,220,1,23,26,0,0,0,0,
2446,3776350,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,021-E Krishna Nagar,,,1,3,1,5,3,110051,2,2,3,0,2,4,19,0,0,0,0,1,1,2,222,1,18,6,0,0,0,0,
2447,7496514,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,005-N Bankner,,,1,1,1,5,3,110040,2,2,3,0,2,4,0,0,0,0,0,1,1,2,220,1,24,0,0,0,0,0,
2448,1745955,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,037-E Ram Nagar,,,1,3,1,5,3,110032,2,2,3,0,2,4,0,0,0,0,0,1,1,2,225,1,16,14,1,2,0,0,
2449,7205505,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,013-E Kishan Kunj,,,1,3,1,5,3,110092,2,2,3,0,2,4,0,0,0,0,0,1,1,2,220,1,9,5,2,2,0,0,
2450,8676921,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,021-S Hastsal,,,1,1,1,5,3,110059,2,1,3,0,2,4,19,0,0,0,0,1,2,2,216,1,0,0,24,0,0,0,
2451,9719166,DELHI,SOUTH WEST B-I,2,South Delhi Municipal Corporation-Municipal Corporations,040-S Ghuman Hera,,,1,3,1,5,3,110071,2,2,3,0,2,4,0,0,0,0,0,1,2,2,220,1,0,0,0,1,0,0,
2452,3151512,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,029-N Nangal Thakran,,,1,2,1,5,3,110039,2,2,3,0,2,4,0,0,0,0,0,1,1,2,219,1,0,21,0,0,0,0,
2461,6990099,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,062-N Shalimar Bagh -North,,,3,2,1,12,1,110088,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,0,68,0,1,0,0,
2478,1449813,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,TUGHLAKABAD,,,1,1,1,5,3,110020,2,1,3,0,2,4,0,0,0,0,0,1,2,2,220,1,0,0,0,0,0,0,
2479,5727493,DELHI,WEST B,2,North Delhi Municipal Corporation-Municipal Corporations,049-N Nangloi Jat,,,1,1,1,5,3,110087,2,1,3,0,2,4,0,0,0,0,0,1,2,2,213,1,9,0,5,0,0,0,
2480,5757427,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,038-E Rohtash Nagar,,,1,3,1,5,3,110032,2,2,3,0,2,4,19,0,0,0,0,1,1,2,218,1,14,17,0,0,0,0,
2481,6873754,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,078-N Kamla Nagar,,,1,3,1,5,3,110007,2,2,3,0,2,4,0,0,0,0,0,1,1,2,222,1,11,7,0,0,5,3,
2482,8270889,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,011-E Mayur Vihar Phase-II,,,1,3,1,5,3,110091,2,2,3,0,2,4,19,0,0,0,0,1,1,2,225,1,15,19,0,0,0,0,
2483,4793800,DELHI,SOUTH WEST B-I,2,South Delhi Municipal Corporation-Municipal Corporations,046-S Raj Nagar,,,1,1,1,5,3,110077,2,2,3,0,2,4,19,0,0,0,0,1,2,2,220,1,0,0,25,0,0,0,
2484,4549509,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,011-N Mukund Pur,,,1,1,1,5,3,110033,2,2,3,0,2,4,0,0,0,0,0,1,2,2,220,1,0,0,49,0,0,0,
2485,2886421,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,092-N Karol Bagh,,,1,3,1,5,3,110006,2,2,3,0,2,4,0,0,0,0,0,1,1,2,225,1,14,15,0,0,0,0,
2486,7069291,DELHI,CENTRAL,2,North Delhi Municipal Corporation-Municipal Corporations,085-N Jama Masjid,,,1,3,1,5,3,110002,2,2,3,0,2,18,0,0,0,0,0,1,1,2,220,1,7,1,1,0,0,0,
2487,2557952,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,014-E Lakshmi Nagar,,,1,3,1,5,3,110092,2,2,3,0,2,4,19,0,0,0,0,1,1,2,210,1,11,8,1,0,0,0,
2488,5454212,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,032-E Nand Nagri,,,1,2,1,5,3,110093,2,1,3,0,2,4,19,0,0,0,0,1,1,2,220,1,0,23,0,0,0,8,
2489,3888862,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,063-E Khajoori Khas,,,1,2,1,5,3,110094,2,1,3,0,2,4,19,0,0,0,0,1,2,2,206,1,0,0,0,0,0,0,
2490,4745944,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,044-S Roshanpura,,,1,1,1,5,3,110043,2,1,3,0,2,4,19,0,0,0,0,1,2,2,222,1,0,0,36,0,0,0,
2491,7828891,DELHI,SOUTH WEST A,2,South Delhi Municipal Corporation-Municipal Corporations,066-S Munirka,,,1,3,1,5,3,110022,2,2,3,0,2,4,0,0,0,0,0,1,1,2,212,1,17,26,0,0,0,0,
2492,2911524,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,003-N Alipur,,,1,3,1,5,3,110040,2,2,3,0,2,4,0,0,0,0,0,1,1,2,228,1,25,23,2,1,0,0,
2493,6785069,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,020-N Swami Sharda Nand Colony,,,1,3,1,5,3,110042,2,2,3,0,2,4,0,0,0,0,0,1,1,2,220,1,44,41,0,0,0,0,
2494,3818227,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,080-N Sadar Bazar,,,1,3,1,5,3,110006,2,2,3,0,2,4,0,0,0,0,0,1,1,2,220,1,3,4,0,0,0,0,
2495,8291724,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,061-N Haiderpur,,,1,3,1,5,3,110034,2,2,3,0,2,4,0,0,0,0,0,1,1,2,213,1,9,6,0,0,0,0,
2496,8091443,DELHI,WEST B,2,North Delhi Municipal Corporation-Municipal Corporations,MUNDKA,,,1,2,1,5,3,110041,2,1,3,0,2,4,0,0,0,0,0,1,1,2,220,1,0,46,0,0,0,0,
2497,9494987,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,031-N Pooth Khurd,,,1,3,1,5,3,110042,2,2,3,0,2,4,0,0,0,0,0,1,1,2,228,1,23,18,2,0,1,1,
2498,8101703,DELHI,WEST A,2,South Delhi Municipal Corporation-Municipal Corporations,HARI NAGAR-A,,,1,3,1,5,3,110064,2,2,3,0,2,4,19,0,0,0,0,1,1,2,205,1,18,9,2,0,0,0,
2499,4896146,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,018-S Milap Nagar,,,1,3,1,5,3,110059,2,2,3,0,2,4,19,0,0,0,0,1,1,2,212,1,33,32,3,7,0,0,
2500,8102218,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,034-N Rohini D,,,1,1,1,5,3,110086,2,1,3,0,2,4,0,0,0,0,0,1,2,2,220,1,0,0,19,0,0,0,
2515,1447855,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,030-N Bawana,,,5,1,6,12,1,110039,2,2,3,0,2,4,0,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
2516,4239126,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,024-S Bapraula,,,5,3,6,12,1,110043,2,2,3,0,2,4,0,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
2520,8039561,DELHI,SOUTH WEST A,2,South Delhi Municipal Corporation-Municipal Corporations,065-S R.K. Puram,,,3,3,1,12,1,110022,2,2,3,0,2,4,19,0,0,1,1,1,1,2,230,1,17,17,0,0,0,0,
2521,7008965,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,SHASTRI PARK,,,3,2,1,12,1,110031,2,1,3,0,2,4,19,0,0,1,1,1,1,2,220,1,0,28,0,0,0,0,
2522,4850517,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,054-N Mangol Puri-A,,,1,3,1,5,3,110083,2,2,3,0,2,4,0,0,0,0,0,1,1,2,220,1,16,28,4,0,0,0,
2523,9814973,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,020-N Swami Sharda Nand Colony,,,1,2,1,5,3,110042,2,2,3,0,2,4,0,0,0,0,0,1,1,2,211,1,0,67,0,1,0,0,
2524,7150164,DELHI,SOUTH,2,South Delhi Municipal Corporation-Municipal Corporations,088-S Chirag Delhi,,,1,3,1,5,3,110017,2,2,3,0,2,4,19,0,0,0,0,1,1,2,222,1,30,26,0,0,0,0,
2525,2221667,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,054-N Mangol Puri-A,,,1,1,1,5,3,110085,2,2,3,0,2,4,19,0,0,0,0,1,1,2,220,1,5,0,22,0,0,0,
2526,5676755,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,060-E Sonia Vihar,,,1,2,1,5,3,110094,2,1,3,0,2,4,0,0,0,0,0,1,1,2,221,1,0,31,0,0,0,0,
2527,6486409,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,034-N Rohini D,,,1,1,1,5,3,110086,2,2,3,0,2,4,0,0,0,0,0,1,2,2,220,1,0,0,9,0,0,0,
2528,5344896,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,018-E Anand Vihar,,,1,1,1,5,3,110092,2,1,3,0,2,4,19,0,0,0,0,1,2,2,223,1,0,0,12,0,0,0,
2529,3299898,DELHI,SOUTH WEST A,2,South Delhi Municipal Corporation-Municipal Corporations,064-S Vasant Nagar,,,1,3,1,5,3,110057,2,2,3,0,2,4,19,0,0,0,0,1,1,2,223,1,14,8,0,0,2,0,
2534,8892375,DELHI,SOUTH WEST B-I,2,South Delhi Municipal Corporation-Municipal Corporations,046-S Raj Nagar,,,3,3,1,12,1,110077,2,1,3,0,2,4,19,0,0,1,1,1,1,2,220,1,30,36,7,5,0,0,
2535,8046449,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,059-E Nehru Vihar,,,5,2,6,12,1,110094,2,2,3,0,2,4,19,0,0,1,1,1,9,9,235,1,0,0,0,0,0,0,
2536,1112773,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,019-E I.P. Extension,,,10,3,9,12,1,110092,2,2,3,0,2,19,0,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
2537,1781301,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,100-S Zakir Nagar,,,3,3,1,12,1,110025,2,1,3,0,2,18,4,19,0,1,1,1,1,2,224,1,3,20,4,1,0,0,
2538,7163127,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,001-E Mayur Vihar Phase-I,,,3,2,1,12,1,110091,2,1,3,0,2,4,19,0,0,1,1,1,1,2,220,1,0,78,0,0,0,0,
2539,1234963,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,019-S Ranhola,,,3,3,1,12,1,110041,2,2,3,0,2,4,19,0,0,1,1,1,2,2,220,1,0,0,0,2,0,0,
2542,6390761,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,042-E Seelampur,,,1,2,1,5,3,110053,2,1,3,0,2,4,18,0,0,0,0,1,1,2,220,1,0,33,0,1,0,0,
2543,2604292,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,064-N Pitampura,,,1,3,1,5,3,110034,2,2,3,0,2,4,19,0,0,0,0,1,1,2,223,1,10,10,0,0,0,0,
2545,9677439,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,044-S Roshanpura,,,1,2,1,5,3,110043,2,1,3,0,2,4,19,0,0,0,0,1,1,2,227,1,0,60,0,0,0,0,
2548,6988923,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,043-S Najafgarh,,,1,3,1,5,3,110043,2,2,3,0,2,4,0,0,0,0,0,1,1,2,222,1,14,18,2,0,0,0,
2551,5937000,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,056-N Mangol Puri-C,,,1,1,1,5,3,110083,2,1,3,0,2,4,0,0,0,0,0,1,2,2,220,1,0,0,14,0,0,0,
2552,2386837,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,003-E Trilokpuri-West,,,1,2,1,5,3,110091,2,1,3,0,2,4,19,0,0,0,0,1,1,2,225,1,0,28,0,1,0,0,
2553,3890166,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,078-N Kamla Nagar,,,1,3,1,5,3,110007,2,2,3,0,2,4,0,0,0,0,0,1,1,2,228,1,3,1,0,0,0,0,
2554,7420134,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,080-N Sadar Bazar,,,1,3,1,5,3,110007,2,2,3,0,2,4,0,0,0,0,0,1,1,2,228,1,7,5,0,0,0,0,
2555,8263465,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,001-E Mayur Vihar Phase-I,,,1,1,1,5,3,110091,2,2,3,0,2,4,19,0,0,0,0,1,2,2,230,1,0,0,12,0,0,0,
2556,5541203,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,055-S Daryaganj,,,1,3,1,5,3,110013,2,2,3,0,2,4,19,0,0,0,0,1,1,2,223,1,19,9,0,0,0,0,
2557,9776034,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,008-N Jharoda,,,1,1,1,5,3,110084,2,2,3,0,2,4,0,0,0,0,0,1,2,2,220,1,0,0,10,0,0,0,
2564,7236962,DELHI,NEW DELHI,2,New Delhi Municipal Council-NCT Municipal Council,ward-1,,,6,3,1,10,3,110001,2,2,3,0,2,19,0,0,0,1,0,1,1,2,220,1,17,15,0,1,0,0,
2565,7658764,DELHI,CENTRAL,2,North Delhi Municipal Corporation-Municipal Corporations,085-N Jama Masjid,,,7,1,6,10,1,110006,2,2,3,0,2,4,0,0,0,1,0,1,9,9,220,1,0,0,0,0,0,0,
2566,9023939,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,057-S Lajpat Nagar,,,7,1,6,10,1,110013,2,2,3,0,2,4,0,0,0,1,0,1,9,9,230,1,0,0,0,0,0,0,
2567,7414127,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,042-E Seelampur,,,7,2,6,10,1,110053,2,1,3,0,2,4,19,0,0,1,0,1,9,9,220,1,0,0,0,0,0,0,
2569,7990074,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,032-E Nand Nagri,,,3,1,1,12,1,110093,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,70,0,6,0,0,0,
2570,3678661,DELHI,SOUTH,2,South Delhi Municipal Corporation-Municipal Corporations,073-S Aya Nagar,,,5,1,6,12,1,110047,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
2572,1736544,DELHI,NORTH WEST A,2,,,,,3,3,1,12,1,110042,2,2,3,0,9,4,19,0,0,1,1,1,1,2,220,1,0,0,0,0,0,0,
2573,7101617,DELHI,NORTH WEST B-II,2,North Delhi Municipal Corporation-Municipal Corporations,035-N Kanjhawala,,,3,3,1,12,1,110081,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,18,21,3,0,0,0,
2574,5588260,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,009-E Mandawali,,,3,1,1,12,1,110092,2,1,3,0,2,4,19,0,0,1,1,1,1,2,220,1,32,0,7,0,0,0,
2575,9080019,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,037-E Ram Nagar,,,3,1,1,12,1,110032,2,1,3,0,2,4,19,0,0,1,1,1,1,2,235,1,10,0,0,0,0,0,
2576,2328333,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,001-N Narela,,,5,1,6,12,1,110040,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
2577,9843828,DELHI,SOUTH WEST A,2,South Delhi Municipal Corporation-Municipal Corporations,065-S R.K. Puram,,,3,3,1,12,1,110022,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,13,21,2,2,0,0,
2579,7453242,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,033-E Sunder Nagri,,,1,2,1,5,3,110093,2,1,3,0,2,4,19,0,0,0,0,1,1,2,222,1,0,51,0,48,0,0,
2588,9792345,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,012-E Patpar Ganj,,,7,3,6,10,1,110091,2,2,3,0,2,4,0,0,0,1,0,1,9,9,220,1,0,0,0,0,0,0,
2594,5221654,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,048-E Subhash Mohalla,,,5,1,6,12,1,110053,2,1,3,0,2,4,19,0,0,1,1,1,9,9,222,1,0,0,0,0,0,0,
2595,7973581,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,001-E Mayur Vihar Phase-I,,,3,3,1,12,1,110092,2,1,3,0,2,4,19,0,0,1,1,1,1,2,220,1,12,27,2,0,0,0,
2597,2726854,DELHI,NORTH WEST B-II,2,North Delhi Municipal Corporation-Municipal Corporations,032-N Rohini C,,,2,3,1,8,1,110085,1,2,3,0,2,4,0,0,0,0,0,1,1,2,220,1,11,3,0,0,0,0,
2600,7432984,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,057-S Lajpat Nagar,,,5,3,6,12,1,110065,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
2601,7994374,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,015-E Shakarpur,,,3,1,1,12,1,110092,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,20,0,4,0,0,0,
2602,3922953,DELHI,WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,098-N West Patel Nagar,,,3,1,1,12,1,110008,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,69,0,1,0,0,0,
2603,1089769,DELHI,CENTRAL,2,North Delhi Municipal Corporation-Municipal Corporations,088-N Delhi Gate,,,3,3,1,12,1,110002,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,24,24,3,4,0,0,
2607,4856830,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,045-E Yamuna Vihar,,,1,1,1,5,3,110053,2,2,3,0,2,18,0,0,0,0,0,1,2,2,226,1,0,0,22,0,0,0,
2614,2308202,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,006-E Gharoli,,,1,2,1,5,3,110096,2,1,3,0,2,4,19,0,0,0,0,1,1,2,215,1,0,28,0,3,0,0,
2624,8471574,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,TUGHLAKABAD,,,3,1,1,12,1,110044,2,1,3,0,2,4,19,0,0,1,1,1,1,1,218,1,15,0,0,0,0,0,
2625,9932444,DELHI,SOUTH WEST B-I,2,South Delhi Municipal Corporation-Municipal Corporations,049-S Kapashera,,,3,3,1,12,1,110037,2,1,3,0,2,4,19,0,0,1,1,1,1,2,220,1,16,19,1,2,0,0,
2626,2674039,DELHI,SOUTH WEST B-I,2,South Delhi Municipal Corporation-Municipal Corporations,031-S Sagarpur-West,,,3,3,1,12,1,110046,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,31,37,1,2,1,0,
2629,2674649,DELHI,CENTRAL,2,North Delhi Municipal Corporation-Municipal Corporations,088-N Delhi Gate,,,3,3,1,12,1,110002,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,25,5,14,2,0,0,
2630,9439409,DELHI,NORTH WEST B-II,2,North Delhi Municipal Corporation-Municipal Corporations,058-N Rohini-G,,,3,3,1,12,1,110085,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,15,21,15,18,0,0,
2631,8332061,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,042-E Seelampur,,,5,1,6,12,1,110053,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
2632,8716015,DELHI,WEST B,2,North Delhi Municipal Corporation-Municipal Corporations,037-N Nangloi,,,5,1,6,12,1,110041,2,2,3,0,2,4,19,0,0,1,1,1,9,9,223,1,0,0,0,0,0,0,
2633,3376284,DELHI,WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,RAMESH NAGAR,,,1,3,1,5,3,110015,2,2,3,0,2,4,19,0,0,0,0,1,1,2,216,1,19,32,3,1,0,0,
2634,6200469,DELHI,NORTH WEST B-II,2,North Delhi Municipal Corporation-Municipal Corporations,053-N Rohini-E,,,1,3,1,5,3,110085,2,2,3,0,2,4,19,0,0,0,0,1,1,2,223,1,17,18,1,0,0,0,
2635,8400400,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,055-N Mangol Puri-B,,,1,3,1,5,3,110083,2,2,3,0,2,4,0,0,0,0,0,1,1,2,220,1,14,21,0,0,0,0,
2636,4223173,DELHI,WEST A,2,South Delhi Municipal Corporation-Municipal Corporations,004-S Raghubir Nagar,,,1,2,1,5,3,110027,2,1,3,0,2,4,19,0,0,0,0,1,1,2,228,1,0,50,0,0,0,0,
2637,1388707,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,012-E Patpar Ganj,,,1,2,1,5,3,110091,2,2,3,0,2,4,19,0,0,0,0,1,1,2,219,1,0,30,0,1,0,0,
2638,5917649,DELHI,SOUTH WEST A,2,South Delhi Municipal Corporation-Municipal Corporations,073-S Aya Nagar,,,1,2,1,5,3,110030,2,2,3,0,2,4,19,0,0,0,0,1,1,2,228,1,0,56,0,1,0,0,
2639,3455815,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,089-N Quraish Nagar,,,1,3,1,5,3,110006,2,2,3,0,2,4,0,0,0,0,0,1,1,2,224,1,6,10,1,0,0,0,
2640,7192301,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,SARITA VIHAR,,,1,1,1,5,3,110025,2,2,3,0,2,4,19,18,0,0,0,1,2,2,226,1,0,0,6,0,0,0,
2641,2911220,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,001-E Mayur Vihar Phase-I,,,1,3,1,5,3,110091,2,2,3,0,2,4,19,0,0,0,0,1,1,2,216,1,13,17,0,0,0,0,
2642,7364783,DELHI,SOUTH,2,South Delhi Municipal Corporation-Municipal Corporations,070-S Chhatarpur,,,1,1,1,5,3,110074,2,2,3,0,2,4,19,0,0,0,0,1,1,2,214,1,35,0,40,0,0,0,
2643,7513960,DELHI,SOUTH WEST A,2,South Delhi Municipal Corporation-Municipal Corporations,064-S Vasant Nagar,,,1,2,1,5,3,110057,2,1,3,0,2,4,0,0,0,0,0,1,1,2,223,1,0,16,0,0,0,0,
2644,8052641,DELHI,CENTRAL,2,North Delhi Municipal Corporation-Municipal Corporations,092-N Karol Bagh,,,1,3,1,5,3,110005,2,2,3,0,2,4,0,0,0,0,0,1,1,2,215,1,12,12,1,1,0,0,
